seq,menu_file,item_id,title_ref,title_zh,domain,phase,status,owner,verify,notes
344,rss_source_sel.xml,@+id/menu_export_selection,@string/export_selection,导出所选,RSS,P7,done,codex,命令: dart format lib/features/rss/services/rss_source_import_export_service.dart lib/features/rss/views/rss_source_manage_view.dart；dart analyze lib/features/rss/services/rss_source_import_export_service.dart lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->右上角设置(订阅源管理)->勾选若干订阅源->底部更多->导出所选；校验默认文件名为 exportRssSource.json 且取消保存静默返回；手工路径（待回归）: 导出成功后查看提示框；校验标题为“导出成功”且可复制导出路径,对齐 legado rss_source_sel/menu_export_selection + RssSourceActivity.onMenuItemClick(menu_export_selection) + RssSourceViewModel.saveToFile 语义: RSS 源管理页补齐多选承载与“批量操作->导出所选”单项入口；导出集合仅取当前可见选中源并固定默认文件名 exportRssSource.json；取消导出静默返回且成功后展示路径并支持复制；不提前并入 menu_share_source(seq345)/menu_check_selected_interval(seq346)
345,rss_source_sel.xml,@+id/menu_share_source,@string/share_selected_source,分享选中源,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->勾选至少一条订阅源->底部更多->分享选中源；校验可直接拉起系统分享面板且过程无额外提示；手工路径（待回归）: 关闭系统分享面板后返回管理页；校验页面停留当前列表且无额外弹窗,对齐 legado rss_source_sel/menu_share_source + RssSourceActivity.onMenuItemClick(menu_share_source) + RssSourceViewModel.saveToFile 语义: 多选批量操作新增“分享选中源”入口并保持顺序位于“导出所选”后“选中所选区间”前；触发后仅取当前可见选中集合生成临时 JSON 并直接调用系统分享；无确认弹窗、无成功提示；分享异常静默返回且不追加复制兜底；不提前并入 menu_check_selected_interval(seq346)
346,rss_source_sel.xml,@+id/menu_check_selected_interval,@string/check_selected_interval,选中所选区间,RSS,P7,done,codex,命令: dart format lib/features/rss/views/rss_source_manage_view.dart；手工路径（待回归）: 订阅->规则订阅->订阅源管理->勾选多条非连续订阅源->底部更多->选中所选区间；校验当前可见列表中最小/最大已选索引之间条目被连续补选且底栏计数即时刷新并保持静默无提示,对齐 legado rss_source_sel/menu_check_selected_interval + RssSourceActivity.onMenuItemClick(menu_check_selected_interval) + RssSourceAdapter.checkSelectedInterval 语义: 多选批量操作新增“选中所选区间”入口并保持顺序位于“分享选中源”后；触发后仅按当前可见列表中已选项最小/最大索引补齐连续选区并刷新计数；不写库、不弹提示；不提前并入 P10-seq4(menu_download)
347,save.xml,@+id/menu_save,@string/action_save,保存,导入导出与备份,P8,done,codex,命令: dart format lib/features/source/views/source_edit_legacy_view.dart；手工路径（待回归）: 设置->源管理->书源管理->任一书源->编辑书源（legacy）->更多->设置源变量->修改变量后右上角保存；校验变量编辑弹层使用顶栏一级保存动作，保存后关闭并写入 sourceVariable_<bookSourceUrl>，取消不落盘且全流程无成功提示,对齐 legado save.xml + VariableDialog.onMenuItemClick(menu_save) + BookSourceEditActivity.setSourceVariable 语义: 设置源变量承载改为顶栏一级保存动作并保持“保存即回写变量并关闭、取消不保存、异常仅可观测”边界；不提前并入 rss_articles/menu_login(seq300)
349,server_config.xml,@+id/menu_save,@string/action_save,保存,导入导出与备份,P8,done,codex,命令: dart format lib/features/bookshelf/views/remote_books_server_config_view.dart；手工路径（待回归）: 书架->更多->远程书籍->更多->服务器配置->新建或编辑服务器->修改名称或地址或账号或密码->右上角保存；校验仅在点击顶栏保存后写入服务器列表并关闭页面；手工路径（待回归）: 同页面修改后直接返回上一页；校验草稿不落盘,对齐 legado ServerConfigDialog.menu_save 语义: 配置页采用草稿态编辑并由顶栏一级“保存”统一提交；保存成功静默关闭页面且不自动切换当前选中服务器；保存失败提示“保存出错\\n<原因>”
350,servers.xml,@+id/menu_add,@string/create,新建,导入导出与备份,P8,done,codex,命令: dart format lib/features/bookshelf/models/remote_server.dart lib/features/bookshelf/services/remote_server_store.dart lib/features/bookshelf/views/remote_books_server_config_view.dart lib/features/bookshelf/views/remote_books_servers_view.dart lib/features/bookshelf/views/remote_books_placeholder_view.dart；手工路径（待回归）: 书架->更多->远程书籍->更多->服务器配置->右上角新建->填写名称地址账号密码->保存；校验保存后返回服务器列表且新增条目可见,对齐 legado ServersDialog.menu_add 语义: 服务器配置列表页补齐顶栏一级“新建”入口；点击后打开服务器配置编辑页并保存到服务器列表；不自动改写当前选中服务器，需通过“默认/取消/确定”底部动作确认选择
386,theme_list.xml,@+id/menu_import,剪贴板导入,剪贴板导入,主题与外观,P9,done,codex,命令: dart format lib/features/settings/models/theme_config_entry.dart lib/features/settings/services/theme_config_service.dart lib/features/settings/views/theme_config_list_view.dart lib/features/settings/views/settings_view.dart；手工路径（待回归）: 设置->主题->主题列表->右上角剪贴板导入；校验剪贴板为空时静默返回且不弹提示；非法主题 JSON 提示“格式不对，添加失败”；合法 Config JSON 导入后按 themeName 同名覆盖并刷新列表,对齐 legado theme_list/menu_import + ThemeListDialog.onMenuItemClick(menu_import) + ThemeConfig.addConfig 语义: 主题列表页补齐顶栏“剪贴板导入”动作；读取剪贴板首条文本后仅按单对象 Config 解析与颜色合法性校验导入；成功静默刷新且失败提示固定口径；不提前并入 theme_config/menu_theme_mode(seq385)
387,txt_toc_rule.xml,@+id/menu_add,@string/add,添加,规则与净化,P5,done,codex,命令: dart format lib/features/reader/services/txt_toc_rule_store.dart lib/features/reader/views/txt_toc_rule_manage_view.dart lib/features/reader/views/txt_toc_rule_edit_view.dart；手工路径（待回归）: 设置->源管理->目录规则->右上角添加->填写名称与正则->保存；校验新增规则落库并显示在列表且名称为空提示“名称不能为空”且非法正则提示“正则语法错误或不支持(txt)：...”；按仓库约束开发阶段未执行 flutter analyze,对齐 legado TxtTocRuleActivity.menu_add 与 TxtTocRuleEditDialog.menu_save 语义: 顶栏新增“添加”一级入口；点击后进入规则编辑页；保存前校验名称与正则；仅保存成功回写规则并刷新列表
393,txt_toc_rule_edit.xml,@+id/menu_save,@string/action_save,保存,规则与净化,P5,done,codex,命令: dart format lib/features/reader/views/txt_toc_rule_edit_view.dart；手工路径（待回归）: 设置->源管理->目录规则->点击任一规则->修改名称/正则/示例后保存；清空示例后保存；校验保存后列表刷新且示例可被清空且不追加成功提示,对齐 legado TxtTocRuleEditDialog.menu_save 语义: 顶栏一级保存入口仅在校验通过后回传并关闭编辑页；保存提交字段仅 name/rule/example 并保留 id/enabled/serialNumber；修复示例清空无法保存的问题以贴齐 toString 空串写回边界
396,txt_toc_rule_item.xml,@+id/menu_top,@string/to_top,置顶,规则与净化,P5,done,codex,命令: dart format lib/features/reader/services/txt_toc_rule_store.dart lib/features/reader/views/txt_toc_rule_manage_view.dart；flutter test test/simple_reader_view_compile_test.dart test/search_book_info_view_compile_test.dart 通过；手工路径（待回归）: 设置->源管理->目录规则->任一规则右侧更多->置顶；校验目标规则移动到列表顶部且无成功提示；按仓库约束开发阶段未执行 flutter analyze,对齐 legado TxtTocRuleAdapter.showMenu(menu_top) 与 TxtTocRuleViewModel.toTop 语义: 条目更多菜单新增“置顶”入口；点击后将目标规则 serialNumber 写为当前最小值减一并静默刷新列表
397,txt_toc_rule_item.xml,@+id/menu_bottom,@string/to_bottom,置底,规则与净化,P5,done,codex,命令: dart format lib/features/reader/services/txt_toc_rule_store.dart lib/features/reader/views/txt_toc_rule_manage_view.dart；flutter test test/simple_reader_view_compile_test.dart test/search_book_info_view_compile_test.dart 通过；手工路径（待回归）: 设置->源管理->目录规则->任一规则右侧更多->置底；校验目标规则移动到列表底部且无成功提示；按仓库约束开发阶段未执行 flutter analyze,对齐 legado TxtTocRuleAdapter.showMenu(menu_bottom) 与 TxtTocRuleViewModel.toBottom 语义: 条目更多菜单新增“置底”入口；点击后将目标规则 serialNumber 写为当前最大值加一并静默刷新列表
398,txt_toc_rule_item.xml,@+id/menu_del,@string/delete,删除,规则与净化,P5,done,codex,命令: dart format lib/features/reader/services/txt_toc_rule_store.dart lib/features/reader/views/txt_toc_rule_manage_view.dart；flutter test test/simple_reader_view_compile_test.dart test/search_book_info_view_compile_test.dart 通过；手工路径（待回归）: 设置->源管理->目录规则->任一规则右侧更多->删除->取消/确定；校验先移除当前选中态后弹出“提醒/是否确认删除？\\n规则名”，取消不删库、确认后条目移除且无成功提示；按仓库约束开发阶段未执行 flutter analyze,对齐 legado TxtTocRuleAdapter.showMenu(menu_del) 与 TxtTocRuleActivity.del 语义: 条目更多菜单新增“删除”入口；触发顺序保持“先移除选中态再弹确认框”；仅确认后删库并静默刷新列表
399,txt_toc_rule_sel.xml,@+id/menu_enable_selection,@string/enable_selection,启用所选,规则与净化,P5,done,codex,命令: dart format lib/features/reader/services/txt_toc_rule_store.dart lib/features/reader/views/txt_toc_rule_manage_view.dart；flutter test test/simple_reader_view_compile_test.dart test/search_book_info_view_compile_test.dart 通过；手工路径（待回归）: 设置->源管理->目录规则->多选->勾选至少一条禁用规则->更多->启用所选；校验仅选中规则 enabled 置为 true 且列表保持静默刷新无成功提示；按仓库约束开发阶段未执行 flutter analyze,对齐 legado TxtTocRuleActivity.menu_enable_selection 与 TxtTocRuleViewModel.enableSelection 语义: 多选菜单“启用所选”仅对当前选中集合批量写入 enable=true 并刷新列表；不追加成功提示且保持页面停留
400,txt_toc_rule_sel.xml,@+id/menu_disable_selection,@string/disable_selection,禁用所选,规则与净化,P5,done,codex,命令: dart format lib/features/reader/services/txt_toc_rule_store.dart lib/features/reader/views/txt_toc_rule_manage_view.dart；flutter test test/simple_reader_view_compile_test.dart test/search_book_info_view_compile_test.dart 通过；手工路径（待回归）: 设置->源管理->目录规则->多选->勾选至少一条启用规则->更多->禁用所选；校验仅选中规则 enabled 置为 false 且列表保持静默刷新无成功提示；按仓库约束开发阶段未执行 flutter analyze,对齐 legado TxtTocRuleActivity.menu_disable_selection 与 TxtTocRuleViewModel.disableSelection 语义: 多选菜单“禁用所选”仅对当前选中集合批量写入 enable=false 并刷新列表；不追加成功提示且保持页面停留
402,verification_code.xml,@+id/menu_ok,@string/ok,确认,系统与工具,P10,done,codex,命令: dart format lib/features/source/views/source_debug_legacy_view.dart；手工路径（待回归）: 设置->源管理->书源管理->任一书源->调试->输入 key -> 顶栏确认；校验顶栏新增一级确认图标且点击后触发与回车提交同义的调试执行流程并进入“调试运行中...”,对齐 legado verification_code/menu_ok + VerificationCodeDialog.onMenuItemClick(menu_ok) 语义: 调试承载页补齐一级“确认”动作，点击后按当前输入 key 直接提交调试（等价于输入后确认）；不提前并入 menu_disable_source(seq403)/menu_delete_source(seq404)
403,verification_code.xml,@+id/menu_disable_source,@string/disable_source,禁用源,系统与工具,P10,done,codex,命令: dart format lib/features/source/views/source_debug_legacy_view.dart；手工路径（待回归）: 设置->源管理->书源管理->任一书源->调试->右上角更多->禁用源；校验点击后当前调试页关闭且目标书源 enabled 置为 false 且无确认弹窗/无成功提示；按仓库约束开发阶段未执行 flutter analyze,对齐 legado verification_code/menu_disable_source + VerificationCodeDialog.onMenuItemClick(menu_disable_source) + VerificationCodeViewModel.disableSource 语义: 调试承载页更多菜单补齐“禁用源”动作；点击后按 sourceUrl 回查并静默写库 enabled=false 且成功后关闭当前承载页；失败仅记录 ExceptionLogService(node=source.debug.verification_code.menu_disable_source) 可观测输出；不提前并入 menu_delete_source(seq404)
404,verification_code.xml,@+id/menu_delete_source,@string/delete_source,删除源,系统与工具,P10,done,codex,命令: dart format lib/features/source/views/source_debug_legacy_view.dart；手工路径（待回归）: 设置->源管理->书源管理->任一书源->调试->右上角更多->删除源->取消/确定；校验先弹“提醒/是否确认删除？\n<书源名>”二次确认且取消不删库；确认后当前调试页关闭并删除目标书源且清理 sourceVariable_* 且无成功提示；按仓库约束开发阶段未执行 flutter analyze,对齐 legado verification_code/menu_delete_source + VerificationCodeDialog.onMenuItemClick(menu_delete_source) + VerificationCodeViewModel.deleteSource + SourceHelp.deleteSource 语义: 调试承载页更多菜单补齐“删除源”动作；点击后先弹 legacy 同义二次确认框“提醒/是否确认删除？\n<书源名>”；确认后按 sourceUrl 执行删库与 sourceVariable 清理并关闭当前承载页；失败仅记录 ExceptionLogService(node=source.debug.verification_code.menu_delete_source) 可观测输出；不提前并入 web_view/menu_ok(seq405)
405,web_view.xml,@+id/menu_ok,@string/ok,确认,系统与工具,P10,done,codex,命令: dart format lib/features/source/views/source_web_verify_view.dart；手工路径（待回归）: 设置->源管理->书源管理->任一书源->编辑->调试面板->高级工具->网页验证（Cloudflare）->进入网页验证页后点击顶栏确认；校验顶栏新增一级确认图标且点击后关闭当前网页承载页并返回上级；手工路径（待回归）: 阅读页->菜单->章节链接->应用内网页打开->进入网页承载页后点击顶栏确认；校验同样关闭并返回阅读页；按仓库约束开发阶段未执行 flutter analyze,对齐 legado web_view/menu_ok + WebViewActivity.onCompatOptionsItemSelected(menu_ok) 语义: 网页承载页补齐顶栏一级“确认”动作，点击后执行确认关闭当前承载页；不提前并入 menu_open_in_browser(seq406)/menu_copy_url(seq407)/menu_full_screen(seq408)/menu_disable_source(seq409)/menu_delete_source(seq410)
406,web_view.xml,@+id/menu_open_in_browser,@string/open_in_browser,浏览器打开,系统与工具,P10,done,codex,命令: dart format lib/features/source/views/source_web_verify_view.dart；手工路径（待回归）: 设置->源管理->书源管理->任一书源->编辑->调试面板->高级工具->网页验证（Cloudflare）->右上角更多->浏览器打开；校验外部浏览器被拉起且当前网页承载页保持停留；手工路径（待回归）: 阅读页->菜单->章节链接->应用内网页打开->右上角更多->浏览器打开；校验外部浏览器按初始章节链接拉起且当前承载页不关闭；按仓库约束开发阶段未执行 flutter analyze,对齐 legado web_view/menu_open_in_browser + WebViewActivity.onCompatOptionsItemSelected(menu_open_in_browser) + Context.openUrl 语义: 网页承载页更多菜单补齐“浏览器打开”动作；点击后按 baseUrl 拉起系统外部浏览器且成功路径静默不关闭当前页；失败分支记录 ExceptionLogService(node=source.web_view.menu_open_in_browser) 并提示 open url error；不提前并入 menu_copy_url(seq407)/menu_full_screen(seq408)/menu_disable_source(seq409)/menu_delete_source(seq410)
407,web_view.xml,@+id/menu_copy_url,@string/copy_url,拷贝 URL,系统与工具,P10,done,codex,命令: dart format lib/features/source/views/source_web_verify_view.dart；手工路径（待回归）: 设置->源管理->书源管理->任一书源->编辑->调试面板->高级工具->网页验证（Cloudflare）->右上角更多->拷贝 URL；校验复制内容为 initialUrl(baseUrl) 且提示“复制完成”；手工路径（待回归）: 阅读页->菜单->章节链接->应用内网页打开->右上角更多->拷贝 URL；校验行为同义且当前网页承载页保持停留；手工路径（待回归）: 阅读页->章节购买触发 payAction 网页->右上角更多->拷贝 URL；校验行为同义；按仓库约束开发阶段未执行 flutter analyze，对齐 legado web_view/menu_copy_url + WebViewActivity.onCompatOptionsItemSelected(menu_copy_url) + Context.sendToClip 语义: 网页承载页更多菜单补齐“拷贝 URL”动作；点击后复制 baseUrl 到剪贴板并提示复制完成；完成后回到全局 detail_later 队列继续推进 P2-seq170(book_toc/menu_log)
408,web_view.xml,@+id/menu_full_screen,@string/full_screen,全屏,系统与工具,P10,done,codex,命令: dart format lib/features/source/views/source_web_verify_view.dart；手工路径（待回归）: 设置->源管理->书源管理->任一书源->编辑->调试面板->高级工具->网页验证（Cloudflare）->右上角更多->全屏->返回；校验点击全屏后网页承载进入无顶栏全屏态且返回键先退出全屏再停留网页承载页；手工路径（待回归）: 阅读页->菜单->章节链接->应用内网页打开->右上角更多->全屏->返回；校验行为同义且退出全屏后仍停留当前承载页；按仓库约束开发阶段未执行 flutter analyze,对齐 legado web_view/menu_full_screen + WebViewActivity.onCompatOptionsItemSelected(menu_full_screen) + toggleFullScreen 语义: 网页承载页更多菜单补齐“全屏”动作；点击后切换全屏状态并隐藏顶栏与系统栏；返回键优先退出全屏后再走页面返回；不提前并入 menu_disable_source(seq409)/menu_delete_source(seq410)
409,web_view.xml,@+id/menu_disable_source,@string/disable_source,禁用源,系统与工具,P10,done,codex,命令: dart format lib/features/source/views/source_web_verify_view.dart lib/features/source/views/source_edit_view.dart lib/features/reader/views/simple_reader_view.dart；手工路径（待回归）: 设置->源管理->书源管理->任一书源->编辑->调试面板->高级工具->网页验证（Cloudflare）->右上角更多->禁用源；校验点击后目标书源 enabled 置为 false 且当前网页承载页关闭且无确认弹窗/无成功提示；手工路径（待回归）: 阅读页->菜单->章节链接->应用内网页打开->右上角更多->禁用源；校验行为同义且页面关闭返回阅读承载；按仓库约束开发阶段未执行 flutter analyze,对齐 legado web_view/menu_disable_source + WebViewActivity.onCompatOptionsItemSelected(menu_disable_source) + WebViewModel.disableSource + SourceHelp.enableSource 语义: 网页承载页更多菜单补齐“禁用源” destructive 动作；仅在 sourceOrigin 非空时显示；点击后按 sourceUrl 回查并静默写库 enabled=false 后关闭当前承载页；失败仅记录 ExceptionLogService(node=source.web_view.menu_disable_source) 可观测输出；不提前并入 menu_delete_source(seq410)
410,web_view.xml,@+id/menu_delete_source,@string/delete_source,删除源,系统与工具,P10,done,codex,命令: dart format lib/features/source/views/source_web_verify_view.dart；手工路径（待回归）: 设置->源管理->书源管理->任一书源->编辑->调试面板->高级工具->网页验证（Cloudflare）->右上角更多->删除源->取消/确定；校验先弹“提醒/是否确认删除？\n<书源名>”且取消不删库；确认后删除目标书源并清理 sourceVariable_* 且当前网页承载页关闭且无成功提示；手工路径（待回归）: 阅读页->菜单->章节链接->应用内网页打开->右上角更多->删除源->取消/确定；校验行为同义；按仓库约束开发阶段未执行 flutter analyze,对齐 legado web_view/menu_delete_source + WebViewActivity.onCompatOptionsItemSelected(menu_delete_source) + WebViewModel.deleteSource + SourceHelp.deleteSource 语义: 网页承载页更多菜单补齐“删除源” destructive 动作；仅在 sourceOrigin 非空时显示；点击后先弹 legacy 同义二次确认框“提醒/是否确认删除？\n<书源名>”；确认后按 sourceUrl 执行删库与 sourceVariable 清理并关闭当前承载页；失败仅记录 ExceptionLogService(node=source.web_view.menu_delete_source) 可观测输出；不提前并入 web_view/menu_copy_url(seq407)
